song_name,singer,singer_id,duration,language,released_date,danceability,acousticness,energy,liveness,loudness,speechiness,tempo,mode,key,Valence,time_signature,popularity,Stream
Are Jane Kaise Kab Kahan Iqrar,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:39,Old,12-03-2004,0.77,0.995,0.648,0.543,-9.484,0.02,123.023,1,7,0.031,4,93,4211713
Abhi Na Jao Chhod Kar,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,04:18,Old,02-10-2002,0.21,0.09,0.167,0.716,-12.937,0.075,125.013,1,5,0.03,4,31,4874529
O Mere Dil Ke Chain,Kishore Kumar,/artist/kishore-kumar,04:34,Old,05-08-2005,0.4,0.016,0.031,0.053,-6.532,0.03,126.007,1,0,0,4,97,10619386
Tum Ko Dekha To Yeh Khayal Aaya,Chitra Singh|Jagjit Singh,/artist/chitra-singh|/artist/jagjeet-singh-1,04:51,Old,01-05-2022,0.99,0.19,0.996,0.02,-11.926,0.03,125.967,0,11,0.0558,4,28,6625286
Chura Liya Hai Tumne Jo Dil Ko,Mohammed Rafi|Asha Bhosle,/artist/mohammad-rafi|/artist/asha-bhosle-1,04:47,Old,02-07-2015,0.43,0.773,0.631,0.399,-11.143,0.068,128.033,0,5,0.038,4,34,11305816
Dekha Ek Khwaab,Lata Mangeshkar|Kishore Kumar,/artist/lata-mangeshkar|/artist/kishore-kumar,05:21,Old,05-10-2016,0.46,0.56,0.566,0.411,-9.982,0.02,128.01,1,9,0.08,4,67,29488
Tere Chehre Se Nazar Nahin,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:03,Old,06-05-2022,0.33,0.78,0.506,0.435,-5.136,0.007,126.044,0,6,0.03,4,45,10700372
Yeh Sham Mastani,Kishore Kumar,/artist/kishore-kumar,04:37,Old,05-01-2014,0.22,0.16,0.756,0.335,-11.5,0.06,127.974,0,4,0.1,4,70,10869002
Hum Dono Do Premi,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:08,Old,08-04-2009,0.35,0.808,0.806,0.657,-9.145,0.08,125.007,1,9,0,4,73,3932837
Do Lafzon Ki Hai Dil Ki Kahani (Duet),Amitabh Bachchan|Asha Bhosle|Sharad Kumar,/artist/amitabh-bachchan|/artist/asha-bhosle-1|/artist/sharad-kumar,06:22,Old,04-01-2002,0.71,0.72,0.402,0.268,-3.576,0.091,125.998,1,2,0.01,4,29,6640366
Tere Bina Jiya Jaye Na,Lata Mangeshkar,/artist/lata-mangeshkar,05:46,Old,09-11-2010,0.59,0.751,0.395,0.337,-2.116,0.05,126.984,0,8,0.02,4,59,10245682
Teri Bindiya Re,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,04:32,Old,01-02-2022,0.43,0.97,0.641,0.789,-2.057,0.007,126,1,8,0.0772,4,58,8827167
Kehdoon Tumhen,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,03:42,Old,11-07-2019,0.97,0.864,0.727,0.159,-8.271,0.073,124.979,1,0,0.058,4,95,10948838
Pyar Diwana Hota Hai,Kishore Kumar,/artist/kishore-kumar,04:45,Old,02-10-2007,0.72,0.55,0.752,0.902,-10.532,0.024,121.988,1,7,0.04,4,56,8699235
Ankhon Men Humne Aapke Sapne (Duet),Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:47,Old,06-06-2003,0.7,0.976,0.923,0.859,-6.537,0.0572,122,1,2,0.02,4,32,2341497
Yeh Vaada Raha,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,06:49,Old,08-10-2007,0.07,0.67,0.377,0.712,-12.271,0.082,122.994,0,2,0.031,4,71,5484819
Dil Ka Bhanwar Kare Pukar,Mohammed Rafi,/artist/mohammad-rafi,03:20,Old,02-12-2018,0.05,0.297,0.306,0.319,-7.123,0.0907,124.995,0,1,0.02,4,89,2122529
Chingari Koi Bhadke,Kishore Kumar,/artist/kishore-kumar,05:20,Old,11-01-2002,0.46,0.23,0.163,0.903,-13.136,0.0208,123.996,1,7,0.08,4,80,5674277
Jhuki Jhuki Si Nazar,Jagjit Singh,/artist/jagjeet-singh-1,05:02,Old,12-12-2022,0.42,0.509,0.098,0.038,-7.621,0.05,124.001,1,6,0.05,4,89,1015610
Chhu Kar Mere Manko,Kishore Kumar,/artist/kishore-kumar,04:16,Old,09-04-2002,0.13,0.58,0.601,0.67,-12.721,0.024,124.99,1,7,0.02,4,60,1460384
Chand Mera Dil Chandni Ho Tum,Mohammed Rafi,/artist/mohammad-rafi,02:57,Old,08-01-2003,0.03,0.884,0.127,0.191,-11.906,0.03,126.01,0,11,0.014,4,91,9840068
Kuchh To Log Kahenge,Kishore Kumar,/artist/kishore-kumar,04:21,Old,10-05-2009,0.71,0.05,0.448,0.228,-9.928,0.0241,125.011,1,6,0.03,4,83,2366903
Mere Rang Mein Rangne Wali,S. P. Balasubrahmanyam,/artist/s-p-balasubrahamanyam,06:54,Old,12-02-2013,0.61,0.648,0.713,0.842,-11.993,0.06,121.986,1,11,0.0786,4,91,9053261
Maine Tere Liye,Mukesh,/artist/mukesh,03:07,Old,04-04-2017,0.1,0.39,0.467,0.733,-11.335,0.0339,127.007,1,11,0.0996,4,57,7884743
Chal Kahin Door Nikal Jayen,Kishore Kumar|Lata Mangeshkar|Mohammed Rafi,/artist/kishore-kumar|/artist/lata-mangeshkar|/artist/mohammad-rafi,06:36,Old,11-03-2001,0.29,0.717,0.488,0.45,-13.309,0.094,123.983,0,11,0.075,4,44,8485489
Gaata Rahe Mera Dil,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:54,Old,12-11-2020,0.42,0.01,0.637,0.779,-7.121,0.03,123.999,0,10,0.024,4,25,11285521
Diwana Hua Badal,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,05:58,Old,08-11-2008,0.39,0.376,0.716,0.509,-6.38,0.03,126.029,0,0,0.0614,4,89,6278345
Chala Jata Hoon,Kishore Kumar,/artist/kishore-kumar,04:30,Old,09-08-2009,0.19,0.43,0.665,0.422,-2.338,0.0694,123.009,1,10,0.012,4,49,7721616
Kanchi Re Kanchi Re,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:58,Old,07-09-2017,0.1,0.008,0.958,0.485,-12.747,0.039,122.999,0,6,0.092,4,69,9257448
Pyar Ka Dard Hai,Kishore Kumar|Asha Bhosle,/artist/kishore-kumar|/artist/asha-bhosle-1,05:17,Old,08-02-2006,0.43,0.96,0.356,0.065,-3.177,0.0522,124,0,1,0.036,4,48,5129540
Ajib Dastan Hai Yeh,Lata Mangeshkar,/artist/lata-mangeshkar,05:15,Old,05-07-2003,0.54,0.162,0.043,0.543,-3.936,0.02,124.002,1,8,0.07,4,93,7557114
Panna Ki Tamanna Hai,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:49,Old,08-03-2012,0.38,0.59,0.877,0.968,-6.059,0.0884,127.005,1,2,0.0039,4,38,5547646
Chaudhvin Ka Chand Ho,Mohammed Rafi,/artist/mohammad-rafi,03:44,Old,03-01-2014,0.13,0.229,0.28,0.142,-6.689,0.0719,126.016,1,7,0.0898,4,98,1892594
Rimjhim Gire Sawan,Kishore Kumar,/artist/kishore-kumar,03:56,Old,07-02-2011,0.98,0.43,0.242,0.772,-11.71,0.027,123.978,0,7,0.05,4,58,1821755
Gun Guna Rahe Hai Bhanvare,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,03:54,Old,01-04-2008,0.79,0.228,0.329,0.097,-5.802,0.0939,124.973,1,2,0.09,4,85,556871
Saagar Jaisi Aankhonwali,Kishore Kumar,/artist/kishore-kumar,05:03,Old,02-02-2006,0.76,0.78,0.288,0.671,-10.826,0.0517,124.997,0,6,0.095,4,56,2745409
Khoya Khoya Chand Khula Aasman,Mohammed Rafi,/artist/mohammad-rafi,04:41,Old,11-07-2006,0.76,0.962,0.408,0.537,-2.624,0.0125,124.016,0,6,0.06,4,56,11180108
Yeh Kahan Aa Gaye Hum,Lata Mangeshkar|Amitabh Bachchan,/artist/lata-mangeshkar|/artist/amitabh-bachchan,07:56,Old,02-01-2005,0,0.13,0.236,0.636,-7.076,0.0307,124.998,1,1,0.0648,4,26,6766649
Aise Na Mujhe,Kishore Kumar,/artist/kishore-kumar,04:25,Old,12-02-2024,0.08,0.342,0.007,0.134,-6.23,0.0029,123.973,1,1,0.079,4,68,7565277
O Saathi Re (Male),Kishore Kumar,/artist/kishore-kumar,04:33,Old,06-02-2010,0.45,0.3,0.236,0.131,-11.027,0.02,125.01,1,9,0.04,4,72,2181004
Kya Hua Tera Vada,Mohammed Rafi|Sushma Shrestha,/artist/mohammad-rafi|/artist/sushma-shrestha,04:22,Old,02-08-2021,0.71,0.998,0.861,0.128,-9.172,0.054,123.916,0,6,0.07,4,79,1484276
Kabhi Kabhi Mere Dil Mein (Duet),Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,05:00,Old,10-09-2012,0.86,0.68,0.007,0.698,-7.865,0.08,127.01,0,4,0.06,4,66,2817400
Gazab Ka Hai Din,Udit Narayan|Alka Yagnik,/artist/udit-narayan|/artist/alka-yagnik,04:26,Old,06-10-2010,0.36,0.691,0.625,0.081,-8.125,0.0681,126.01,1,2,0.003,4,73,5485489
Tum Itna Jo Muskura Rahe Ho,Jagjit Singh,/artist/jagjeet-singh-1,05:21,Old,07-02-2011,0.7,0.12,0.057,0.959,-8.751,0.062,123.989,1,9,0.09,4,52,3819635
Tune O Rangeele,Lata Mangeshkar,/artist/lata-mangeshkar,03:33,Old,10-09-2000,0.14,0.614,0.178,0.547,-12.985,0.07,124.973,0,1,0.099,4,25,3185913
Ek Pyar Ka Naghma Hai,Lata Mangeshkar|Mukesh,/artist/lata-mangeshkar|/artist/mukesh,05:55,Old,01-11-2008,0.79,0.77,0.418,0.545,-3.224,0.05,125.002,1,7,0.025,4,80,4527409
Ab To Hai Tumse Har Khushi Apni,Lata Mangeshkar,/artist/lata-mangeshkar,04:45,Old,09-10-2010,0.95,0.337,0.822,0.815,-8.45,0.06,123.036,0,10,0.0921,4,82,1596712
Bahon Mein Chale Aao,Lata Mangeshkar,/artist/lata-mangeshkar,04:02,Old,12-10-2017,0.04,0.12,0.643,0.377,-11.165,0.0268,125.997,0,6,0.0378,4,89,7056669
Kahin Door Jab Din Dhal Jaye,Mukesh,/artist/mukesh,05:38,Old,10-09-2019,0.94,0.92,0.291,0.029,-8.746,0.006,128.005,1,6,0.0655,4,45,5951023
Aaj Rapat Jaayen To,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,06:49,Old,11-05-2019,0.31,0.96,0.773,0.092,-2.301,0.0362,119.987,0,3,0.0695,4,89,7578965
Likhe Jo Khat Tujhe,Mohammed Rafi,/artist/mohammad-rafi,04:33,Old,11-12-2004,0.38,0.838,0.372,0.802,-13.694,0.01,125.987,1,7,0.049,4,67,6942341
Aanewala Pal Janewala Hai,Kishore Kumar,/artist/kishore-kumar,04:42,Old,08-06-2004,0.41,0.42,0.953,0.835,-12.455,0.083,125.016,0,1,0.03,4,66,2439786
Aate Jate Khoobsurat Awara,Kishore Kumar,/artist/kishore-kumar,05:53,Old,01-06-2000,0.77,0.313,0.664,0.46,-13.897,0.0527,127.023,1,0,0.061,4,33,9780960
Gum Hai Kisi Ke Pyar Mein,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:15,Old,04-02-2002,0.61,0.74,0.324,0.536,-10.307,0.053,124,1,1,0.0207,4,58,7377359
Aate Jaate Hanste Gaate,Lata Mangeshkar|S. P. Balasubrahmanyam,/artist/lata-mangeshkar|/artist/s-p-balasubrahamanyam,03:24,Old,07-10-2015,0.92,0.03,0.321,0.824,-7.078,0.08,123.018,0,1,0.0135,4,64,1837099
Aaja Piya Tohe Pyar Doon,Lata Mangeshkar,/artist/lata-mangeshkar,04:12,Old,10-03-2012,0.76,0.41,0.051,0.758,-4.566,0.0689,123.988,0,11,0.0075,4,63,2246199
Meri Bheegi Bheegi Si,Kishore Kumar,/artist/kishore-kumar,04:08,Old,08-03-2009,0.1,0.254,0.457,0.191,-3.4,0.1,125.012,0,10,0.04,4,69,4020294
Akele Hain To Kya Gam Hai,Udit Narayan|Alka Yagnik,/artist/udit-narayan|/artist/alka-yagnik,05:57,Old,11-01-2013,0.3,0.37,0.484,0.109,-13.813,0.022,126.023,1,8,0.0183,4,87,8184644
Isharon Isharon Men Dil Lenewale,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,05:06,Old,03-01-2017,0.54,0.174,0.758,0.448,-2.583,0.0809,127.008,1,0,0.0816,4,26,6555494
Dard-E-Dil Dard-E-Jigar,Mohammed Rafi,/artist/mohammad-rafi,06:57,Old,12-01-2022,0.31,0.56,0.577,0.27,-10.291,0.08,124.001,0,6,0.0756,4,49,206363
Phoolon Ke Rang Se,Kishore Kumar,/artist/kishore-kumar,05:07,Old,10-01-2020,0.27,0.297,0.836,0.335,-3.713,0.05,124.997,0,11,0.095,4,29,4728655
Is Mod Se Jate Hain (Duet),Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,04:56,Old,11-01-2022,0.72,0.44,0.465,0.067,-2.673,0.06,126.986,1,10,0.051,4,37,5716530
Gulabi Ankhen,Mohammed Rafi,/artist/mohammad-rafi,03:20,Old,11-03-2020,0.15,0.615,0.446,0.843,-10.524,0.046,124.007,0,11,0.0584,4,34,8363741
Aajkal Paon Zaamin Par Nahin Padte,Lata Mangeshkar,/artist/lata-mangeshkar,05:29,Old,07-02-2013,0.98,0.64,0.573,0.408,-9.907,0.01,125.996,1,10,0.08,4,76,4706975
Karvaten Badalte Rahe,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:11,Old,05-08-2000,0.61,0.456,0.777,0.112,-9.704,0.0904,124.989,1,2,0.02,4,69,980417
Bachna Ae Hasinon Lo Main Aa Gaya,Kishore Kumar,/artist/kishore-kumar,06:24,Old,11-03-2005,0.96,0.75,0.554,0.964,-8.802,0.045,123.965,0,11,0.015,4,30,602876
Tere Jaisa Yaar Kahan,Kishore Kumar,/artist/kishore-kumar,04:38,Old,12-10-2009,0.92,0.787,0.138,0.629,-5.161,0.08,123.98,0,10,0.001,4,37,7627052
Aye Dil E Nadan,Lata Mangeshkar,/artist/lata-mangeshkar,05:39,Old,06-05-2019,0.1,0.68,0.082,0.47,-12.705,0.063,126.987,1,0,0.07,4,46,2180370
Lagi Aaj Sawan Ki,Anupama Deshpande|Suresh Wadkar,/artist/anupama-deshpande|/artist/suresh-wadkar,03:36,Old,12-02-2015,0.76,0.312,0.433,0.718,-3.143,0.077,125.986,1,1,0.0296,4,80,2664222
Salame Ishq Meri Jaan,Kishore Kumar|Lata Mangeshkar,/artist/kishore-kumar|/artist/lata-mangeshkar,05:51,Old,02-09-2012,0.9,0.5,0.405,0.119,-9.8,0.03,129.055,1,9,0.0405,4,56,7198905
Ae Ri Pawan,Lata Mangeshkar,/artist/lata-mangeshkar,05:29,Old,06-01-2008,0.47,0.189,0.582,0.786,-10.685,0.07,125.013,0,10,0.0682,4,62,5815729
Jeevan Ke Din,Kishore Kumar,/artist/kishore-kumar,05:03,Old,04-08-2000,0.27,0.35,0.107,0.487,-6.671,0.06,126.004,0,11,0.072,4,56,6613215
Saagar Jaisi Aankhonwali,Kishore Kumar,/artist/kishore-kumar,05:03,Old,03-03-2014,0.67,0.499,0.407,0.749,-5.527,0.099,124.016,0,7,0.0267,4,51,8723013
Diye Jalte Hai Phool Khilte Hai,Kishore Kumar,/artist/kishore-kumar,03:31,Old,07-12-2021,0.7,0.91,0.819,0.575,-9.772,0.0155,125.018,1,5,0.0736,4,33,2498509
Aaj Mausam Bada Beimaan Hai,Mohammed Rafi,/artist/mohammad-rafi,06:14,Old,03-09-2002,0.47,0.592,0.221,0.837,-9.206,0.0392,123.997,1,2,0.05,4,62,3040518
Dil To Hai Dil,Lata Mangeshkar,/artist/lata-mangeshkar,04:11,Old,11-03-2001,0.85,0.38,0.128,0.907,-4.755,0.0303,123.995,1,8,0.07,4,98,8210936
Tere Chehre Mein Woh Jadoo Hai,Kishore Kumar,/artist/kishore-kumar,04:11,Old,07-05-2012,0.39,0.149,0.661,0.902,-8.391,0.0232,122.053,0,4,0.0998,4,63,1314923
Mere Sapnon Ki Rani,Kishore Kumar,/artist/kishore-kumar,05:00,Old,08-12-2016,0.83,0.65,0.902,0.575,-2.553,0.0716,123.002,0,1,0.01,4,55,8873056
O Haseena Zulfonwale Jane Jahan,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,06:56,Old,05-04-2008,0.49,0.638,0.737,0.117,-7.513,0.0395,125.009,1,8,0.039,4,99,9489806
Pal Bhar Ke Liye,Kishore Kumar|Usha Khanna,/artist/kishore-kumar|/artist/usha-khanna,04:48,Old,05-05-2022,0.47,0.66,0.1,0.646,-4.019,0.0843,123.987,0,1,0.0042,4,45,10878338
Hum Aap Ki Ankhon Mein,Geeta Dutt|Mohammed Rafi,/artist/geeta-dutt|/artist/mohammad-rafi,04:04,Old,08-01-2001,0.73,0.71,0.614,0.781,-3.131,0.009,124.039,1,9,0.088,4,57,6024770
Are Diwano Mujhe Pehchano,Kishore Kumar,/artist/kishore-kumar,04:45,Old,07-02-2004,0.91,0.81,0.832,0.559,-5.177,0.01,124.003,1,0,0.01,4,89,847749
Ehsan Tera Hoga Mujh Par,Mohammed Rafi,/artist/mohammad-rafi,03:28,Old,10-10-2021,0.12,0.435,0.593,0.689,-2.504,0.071,125.977,1,6,0.073,4,47,9946531
Kisi Nazar Ko Tera Intezar,Asha Bhosle|Bhupinder Singh,/artist/asha-bhosle-1|/artist/bhupinder-singh,06:44,Old,09-03-2020,0,0.81,0.174,0.932,-10.948,0.0363,119.999,0,0,0.0601,4,59,8897220
Apni To Jaise Taise,Kishore Kumar,/artist/kishore-kumar,08:04,Old,06-02-2007,0.36,0.349,0.301,0.751,-5.324,0.046,127.002,1,3,0.0999,4,62,6165871
Dekho Maine Dekha Hai Ek Sapna,Amit Kumar|Lata Mangeshkar,/artist/amit-kumar|/artist/lata-mangeshkar,05:38,Old,01-11-2011,0.4,0.8,0.129,0.74,-13.9,0.0192,125.986,1,1,0.07,4,69,3228819
Tere Khushboo Mein Base Khat,Jagjit Singh,/artist/jagjeet-singh-1,01:25,Old,09-02-2010,0.91,0.075,0.027,0.922,-13.583,0.0305,123.983,0,6,0.04,4,64,7204935
Koi Yeh Kaise Bataye,Jagjit Singh,/artist/jagjeet-singh-1,03:17,Old,05-04-2009,0.54,0.25,0.054,0.9,-11.759,0.062,121.006,0,11,0.0102,4,98,10669940
Papa Kehte Hain,Udit Narayan,/artist/udit-narayan,05:53,Old,10-05-2008,0.4,0.867,0.243,0.479,-9.572,0.0393,126.012,0,9,0.0795,4,67,10257848
Roop Tera Mastana,Kishore Kumar,/artist/kishore-kumar,03:46,Old,04-03-2004,0.64,0.07,0.568,0.849,-8.637,0.06,126.035,1,2,0.0839,4,57,8022014
Ye Ladka Hay Allah Kaisa Hai Diwana,Asha Bhosle|Mohammed Rafi,/artist/asha-bhosle-1|/artist/mohammad-rafi,05:30,Old,12-07-2018,0.08,0.229,0.463,0.349,-11.676,0.094,125.999,1,7,0.0496,4,77,7737595
Om Shanti Om (Meri Umar Ke Naujawano),Kishore Kumar,/artist/kishore-kumar,08:51,Old,05-09-2002,0.75,0.47,0.797,0.086,-8.49,0.0141,121.974,1,8,0.04,4,61,2454829
Oh Hansini,Kishore Kumar,/artist/kishore-kumar,05:25,Old,10-12-2008,0.07,0.709,0.239,0.73,-5.281,0.0752,125.011,0,3,0.0416,4,25,11062377
Chup Gaye Sare Nazare,Lata Mangeshkar|Mohammed Rafi,/artist/lata-mangeshkar|/artist/mohammad-rafi,05:29,Old,05-08-2023,0.51,1,0.95,0.586,-5.359,0.0554,123.995,0,11,0.06,4,85,9018603
Pukarta Chala Hoon Main,Mohammed Rafi,/artist/mohammad-rafi,03:51,Old,10-02-2002,0.46,0.768,0.38,0.975,-7.584,0.0397,124.985,0,6,0.0678,4,35,180578
Ye Samaa Samaa Hai Pyar Ka,Lata Mangeshkar,/artist/lata-mangeshkar,03:18,Old,02-07-2019,0.27,0.63,0.381,0.603,-6.457,0.04,126.013,1,6,0.075,4,77,11106123
Janu Meri Jaan,Asha Bhosle|Kishore Kumar|Mohammed Rafi|Usha Mangeshkar,/artist/asha-bhosle-1|/artist/kishore-kumar|/artist/mohammad-rafi|/artist/usha-mangeshkar-2,07:06,Old,01-12-2006,0.5,0.186,0.976,0.494,-10.564,0.026,125.007,1,9,0.09,4,73,7356112
Lekar Hum Diwana Dil,Asha Bhosle|Kishore Kumar,/artist/asha-bhosle-1|/artist/kishore-kumar,05:57,Old,11-06-2014,0.36,0.84,0.956,0.407,-2.177,0.0725,123.969,0,9,0.03,4,96,3971972
Aap Ke Aa Jane Se,Mohammad Aziz|Sadhana Sargam,/artist/mohammad-aziz|/artist/sadhana-sargam-1,07:13,Old,05-03-2008,0.66,0.1,0.53,0.173,-5.208,0.057,125.018,1,5,0.0952,4,48,11281963
Tujhse Naraz Nahin Zindagi (Male),Anup Ghoshal,/artist/anup-ghoshal-1,05:41,Old,05-02-2024,0.23,0.58,0.281,0.328,-12.563,0.0153,123.041,1,7,0.09,4,44,1691162
Dekha Na Haye Re,Kishore Kumar,/artist/kishore-kumar,04:13,Old,01-06-2022,0.58,0.313,0.325,0.311,-9.439,0.016,125.002,0,4,0.067,4,75,4393065
Ye Jawani Hai Diwani,Kishore Kumar,/artist/kishore-kumar,04:26,Old,03-01-2004,0.92,0.6,0.439,0.263,-10.598,0.04,124.034,1,0,0.0195,4,75,1052111
Phir Chiddi Raat,Lata Mangeshkar|Talat Aziz,/artist/lata-mangeshkar|/artist/talat-aziz,05:08,Old,01-02-2016,0.73,0.681,0.748,0.437,-4.03,0.1,125.979,0,11,0.0154,4,85,5339704
Pyar Mujh Se Jo Kiya,Jagjit Singh,/artist/jagjeet-singh-1,04:30,Old,01-06-2011,0.35,0.35,0.502,0.407,-2.402,0.0059,125.972,1,9,0.01,4,91,8704815
Aap Ki Nazron Ne Samjha,Lata Mangeshkar,/artist/lata-mangeshkar,03:56,Old,10-06-2002,0.92,0.734,0.371,0.589,-10.924,0.04,125.016,0,6,0.027,4,45,8705149
Ham Bane Tum Bane,Lata Mangeshkar|S. P. Balasubrahmanyam,/artist/lata-mangeshkar|/artist/s-p-balasubrahamanyam,06:07,Old,05-05-2003,0.91,0.18,0.24,0.86,-10.575,0.0871,124.978,1,9,0.0286,4,36,8962107
Aaj Phir Tumpe,Pankaj Udhas|Anuradha Paudwal,/artist/pankaj-udhas|/artist/anuradha-paudwal-2,06:38,Old,04-01-2011,0.08,0.755,0.174,0.984,-3.965,0.038,125.992,1,7,0.0553,4,37,4556137
Tere Mere Sapne Ab Ek Rang Hai,Mohammed Rafi,/artist/mohammad-rafi,04:22,Old,11-02-2024,0.54,0.54,0.798,0.894,-6.733,0.086,126.008,1,1,0,4,62,6672118
Pal Pal Dil Ke Paas,Kishore Kumar,/artist/kishore-kumar,05:30,Old,11-04-2020,0.92,0.48,0.285,0.491,-12.801,0.04,124.99,1,1,0.032,4,86,6492955
Mere Mehboob Qayamat Hogi (Part 1),Kishore Kumar,/artist/kishore-kumar,03:48,Old,10-01-2016,0.15,0.94,0.301,0.63,-6.293,0.068,121.989,0,10,0.05,4,33,1140006
Lambi Judaai,Reshma,/artist/reshma,06:28,Old,02-12-2004,0.97,0.18,0.727,0.992,-8.254,0.011,126.009,0,11,0.038,4,42,3482485
Chalte Chalte,Kishore Kumar,/artist/kishore-kumar,05:11,Old,01-01-2008,0.08,0.03,0.901,0.21,-13.167,0.02,125.01,1,11,0.0365,4,52,1362200
Khaike Paan Banaras Wala,Kishore Kumar,/artist/kishore-kumar,03:57,Old,12-05-2010,0.27,0.022,0.955,0.134,-7.251,0.0852,124.005,0,0,0.099,4,68,5992567
Dilbar Mere,Kishore Kumar|Anette,/artist/kishore-kumar|/artist/anette,04:47,Old,06-01-2020,0.74,0.36,0.179,0.704,-9.229,0.0551,123.996,1,3,0.09,4,30,749444
Main Teri Mohabbat Mein (Part-i),Mohammad Aziz|Sadhana Sargam,/artist/mohammad-aziz|/artist/sadhana-sargam-1,04:53,Old,03-01-2001,0.49,0.476,0.599,0.766,-6.622,0.051,123.996,1,9,0.0502,4,86,2251057
Chalte Chalte Yun Hi Koi,Lata Mangeshkar,/artist/lata-mangeshkar,05:53,Old,12-02-2020,0.69,0.02,0.799,0.486,-7.37,0.066,128.011,1,11,0.001,4,36,4056183
Kya Khoob Lagti Ho,Kanchan|Mukesh,/artist/kanchan|/artist/mukesh,03:59,Old,04-10-2010,0.39,0.237,0.309,0.905,-5.596,0.08,124.995,1,1,0.009,4,67,2706772
